iterations,fitness,time,fevals
0,0.0219794262692,3.3800512,1000
10,0.0234606529461,6.7855497,2100
20,0.0232244601539,10.239878,3200
30,0.0230538038362,13.7071273,4300
40,0.0226034393532,17.1685038,5400
50,0.0224415437348,20.6688602,6500
60,0.0232188505642,24.1707506,7600
70,0.0227996797323,27.6832456,8700
80,0.0230691582525,31.2434825,9800
90,0.0228380768275,34.742161,10900
100,0.0247047056007,38.2602855,12000
110,0.0228400166359,41.8211979,13100
120,0.0230878526644,45.3632472,14200
130,0.0230798049866,48.9166123,15300
140,0.0231320145103,52.4775533,16400
150,0.0229134115699,56.0200981,17500
160,0.0236022992843,59.6122734,18600
170,0.0241183012265,63.1715154,19700
180,0.0235553096015,66.7504411,20800
190,0.0229807530811,70.2810342,21900
200,0.0243475663548,73.8671363,23000
210,0.023023939982,77.3440199,24100
220,0.0226785824765,80.9232077,25200
230,0.0228683293103,84.52435,26300
240,0.0237961244828,88.0386923,27400
250,0.0232777302315,91.5829114,28500
260,0.0226859383712,95.120765,29600
270,0.0218997862563,98.6606115,30700
280,0.0226577540847,102.2911085,31800
290,0.0227407720542,105.8931072,32900
300,0.0240678604448,109.4696397,34000
310,0.0230059834952,112.9900836,35100
320,0.0224064138181,116.5667719,36200
330,0.0238355893412,120.0488533,37300
340,0.0229981200836,123.5742885,38400
350,0.0236631506204,127.1686367,39500
360,0.0237149178666,130.6931251,40600
370,0.0238549392946,134.1692568,41700
380,0.0231157199615,137.7630389,42800
390,0.0233190273136,141.3013135,43900
400,0.0225619720413,144.9165683,45000
410,0.0225439796519,148.4606691,46100
420,0.0230472003408,151.9706235,47200
430,0.0227622603071,155.4653444,48300
440,0.0224605860738,159.095824,49400
450,0.0222517676098,162.733476,50500
460,0.0233846786748,166.2256807,51600
470,0.0231240840344,169.8687138,52700
480,0.0221656153773,173.3936326,53800
490,0.0235116083254,176.8998328,54900
500,0.0235783275282,180.4720759,56000
510,0.0230765772186,183.974453,57100
520,0.0229259605423,187.4100164,58200
530,0.0230620487411,190.8922081,59300
540,0.0235008778819,194.2789203,60400
550,0.0218223507883,197.6784573,61500
560,0.0226403919193,201.1310132,62600
570,0.0248571559634,204.5359546,63700
580,0.0228351650861,207.9460195,64800
590,0.0228149460293,211.4061261,65900
600,0.0243196303907,214.8119771,67000
610,0.0228465683528,218.2134657,68100
620,0.0231728674504,221.6659315,69200
630,0.0234190323056,225.0539227,70300
640,0.023435539829,228.6557964,71400
650,0.0230816424309,232.1178539,72500
660,0.0230962238618,235.5364273,73600
670,0.0225616410719,238.9394163,74700
680,0.0226456562672,242.3955409,75800
690,0.024286331409,245.8075407,76900
700,0.02244762978,249.1865407,78000
710,0.0233825198919,252.6879561,79100
720,0.0228778857066,256.0780588,80200
730,0.0226272140884,259.5131126,81300
740,0.0236668629117,262.9751569,82400
750,0.0226943451972,266.4020763,83500
760,0.0229563181413,269.8023828,84600
770,0.026059666548,273.2673395,85700
780,0.0232045529511,276.6939125,86800
790,0.0236978804022,280.1244002,87900
800,0.0228007054806,283.720529,89000
810,0.0238642595073,287.1503013,90100
820,0.0230891179621,290.6477691,91200
830,0.0230354582578,294.1374701,92300
840,0.0237947761693,297.5761693,93400
850,0.0233235107864,301.0609711,94500
860,0.0224962859604,304.5367063,95600
870,0.0234209250211,307.9579616,96700
880,0.0222685249343,311.5537926,97800
890,0.023222708785,315.0465271,98900
900,0.0233508378936,318.5004743,100000
910,0.025107299122,321.9026126,101100
920,0.0235723515128,325.5075318,102200
930,0.0232532078641,328.9661057,103300
940,0.0230908215305,332.3730319,104400
950,0.0228769786814,335.937876,105500
960,0.0228830398755,339.4003176,106600
970,0.0232022789477,342.8444398,107700
980,0.0226535295003,346.402679,108800
990,0.0232839666024,349.9063485,109900
1000,0.0230833491807,353.3698527,111000
1010,0.0238794392127,356.8562039,112100
1020,0.0222982189135,360.2743223,113200
1030,0.0232722102298,363.7379008,114300
1040,0.0227786313936,367.362193,115400
1050,0.0235784652184,370.8286866,116500
1060,0.0228044943815,374.2365571,117600
1070,0.0235962897953,377.766419,118700
1080,0.0231325841551,381.1893656,119800
1090,0.0218741198287,384.6402707,120900
1100,0.0236008920883,388.1318655,122000
1110,0.0233570465439,391.5559065,123100
1120,0.0233555773258,394.9736665,124200
1130,0.0247584930552,398.4692363,125300
1140,0.0235725767121,401.8968538,126400
1150,0.0226109663364,405.310393,127500
1160,0.0225303155896,408.9226656,128600
1170,0.0229836855377,412.3746733,129700
1180,0.0239757048718,415.8069257,130800
1190,0.0243637865927,419.3406796,131900
1200,0.0231783484597,422.7567708,133000
1210,0.0235614156256,426.229916,134100
1220,0.0232234088467,429.745183,135200
1230,0.023227710947,433.1879843,136300
1240,0.0225649095521,436.6161285,137400
1250,0.0239569355128,440.1636502,138500
1260,0.0231050427397,443.6186642,139600
1270,0.0239333501409,447.0884666,140700
1280,0.0235670468916,451.431141,141800
