,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,35.345815896987915,16.901162387069046,0.12895188331604004,0.19621076521315958,0.1,"(50, 50)",417,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 417}",0.5178571428571429,0.525,0.525,0.48928571428571427,0.49642857142857144,0.5107142857142857,0.014982983545287893,351,0.6544642857142857,0.9133928571428571,0.6544642857142857,0.8508928571428571,0.7589285714285714,0.7664285714285715,0.10378917996376606
1,10.258183240890503,6.021946002210409,0.051262187957763675,0.058293091319504095,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.675,0.5892857142857143,0.5571428571428572,0.6464285714285715,0.6142857142857143,0.6164285714285714,0.04144088486960083,9,0.6517857142857143,0.6348214285714285,0.6375,0.6071428571428571,0.6071428571428571,0.6276785714285714,0.017731702267580602
2,42.40747876167298,11.46344183317827,0.43532304763793944,0.40453838867719033,0.1,"(50, 50)",195,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 195}",0.5357142857142857,0.5357142857142857,0.5821428571428572,0.55,0.6321428571428571,0.5671428571428572,0.0366589354867324,48,0.73125,0.7616071428571428,0.9008928571428572,0.8017857142857143,0.8616071428571429,0.8114285714285714,0.06249081565171262
3,63.80181889533996,17.917496521081716,0.2099071502685547,0.3529647083203511,0.1,"(50, 50)",389,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 389}",0.5285714285714286,0.5535714285714286,0.5285714285714286,0.55,0.5821428571428572,0.5485714285714286,0.019769075004425794,140,0.8982142857142857,0.9196428571428571,0.8410714285714286,0.8973214285714286,0.5705357142857143,0.825357142857143,0.13004438998798426
4,58.97425045967102,17.73432847394628,0.16254568099975586,0.18814005386629773,0.1,"(50, 50)",168,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 168}",0.5392857142857143,0.575,0.5464285714285714,0.5678571428571428,0.5642857142857143,0.5585714285714286,0.01347711590293801,73,0.7098214285714286,0.8714285714285714,0.775,0.9205357142857142,0.8491071428571428,0.8251785714285715,0.074336778465663
5,49.27693400382996,8.855629179740358,0.33557281494140623,0.3873770262464677,0.1,"(50, 50)",361,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 361}",0.5535714285714286,0.5,0.5142857142857142,0.48928571428571427,0.5,0.5114285714285715,0.02251983252919208,348,0.8428571428571429,0.6169642857142857,0.53125,0.51875,0.6696428571428571,0.6358928571428571,0.11747692999747929
6,36.9906551361084,4.261461271422224,0.12135014533996583,0.14660804888995863,0.1,"(50, 50)",140,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 140}",0.5142857142857142,0.5571428571428572,0.5214285714285715,0.5785714285714286,0.5214285714285715,0.5385714285714286,0.024989793835051306,214,0.6723214285714286,0.7767857142857143,0.7901785714285714,0.8285714285714286,0.7607142857142857,0.7657142857142858,0.05180603049760102
7,37.649822092056276,10.698285076240571,0.17430009841918945,0.19076814068205802,0.1,"(50, 50)",334,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 334}",0.5428571428571428,0.5178571428571429,0.5071428571428571,0.48928571428571427,0.5214285714285715,0.5157142857142857,0.01758361946441596,338,0.9473214285714285,0.9598214285714286,0.75625,0.7473214285714286,0.7151785714285714,0.8251785714285713,0.10579268328544604
8,16.23834319114685,2.9584485009542134,0.040339088439941405,0.04105874325831015,0.1,"(50, 50)",112,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 112}",0.5321428571428571,0.5678571428571428,0.5357142857142857,0.5964285714285714,0.5821428571428572,0.5628571428571428,0.02531435020952765,62,0.6651785714285714,0.7473214285714286,0.7964285714285714,0.83125,0.7366071428571429,0.7553571428571428,0.05655952255665474
9,16.740191078186037,4.21342132357122,0.1744476318359375,0.13846600148300056,0.1,"(50, 50)",306,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 306}",0.5678571428571428,0.5107142857142857,0.5392857142857143,0.5428571428571428,0.5964285714285714,0.5514285714285714,0.028891069165938133,111,0.8821428571428571,0.7339285714285714,0.8107142857142857,0.9142857142857143,0.8553571428571428,0.8392857142857142,0.06266814117530013
10,10.931281280517577,3.82730055855301,0.07301769256591797,0.0815728428601658,0.1,"(50, 50)",500,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 500}",0.5321428571428571,0.525,0.5071428571428571,0.55,0.5607142857142857,0.535,0.01881705696045643,242,0.8517857142857143,0.675,0.8339285714285715,0.8883928571428571,0.6375,0.7773214285714285,0.10109981933410046
11,13.022610569000244,2.287491984643772,0.03917398452758789,0.018438851419041235,0.1,"(50, 50)",85,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 85}",0.5678571428571428,0.55,0.575,0.5285714285714286,0.6214285714285714,0.5685714285714286,0.03092122974559051,44,0.7991071428571429,0.7946428571428571,0.7035714285714286,0.5357142857142857,0.7241071428571428,0.7114285714285714,0.09561395327683346
