k,GMM,Kmeans
2,0.007247363912431007,0.00019057677769446533
3,0.0007764886780893044,-0.0001252279321330175
4,0.0006087741376046952,0.008746450037565618
5,0.0010387605424680697,0.03034067139539042
6,0.003065436523016454,0.0028054604666924742
7,0.00537496525292365,0.028452143199362952
8,0.00780463583153355,0.0005595191513607019
9,0.002774695886861352,0.028277472438028722
10,0.004187553635297042,0.028385333484647966
15,0.02269934500318174,0.022560331702029736
20,0.018481465790699064,0.013203697280849856
25,0.02675472872514434,0.022644147147824194
30,0.025586255912667517,0.01742842984656779
35,0.01856897295236772,0.027093663888569226
40,0.03280953286666662,0.018276010846695088
