k,GMM,Kmeans
2,0.004829164123937695,0.0031717159817279852
3,0.00235869302331262,0.0022868424629312357
4,0.0002554743431597196,0.0007989752321442421
5,0.002615254142977097,1.582395505434069e-05
6,0.00031268154670068877,0.0029371270204063393
7,-0.0005714262538490741,0.0016090515263563652
8,-0.00011130916811560404,-0.00010496766540573342
9,-0.0004309788717845274,-0.0008486532230794911
10,-0.0007127918105765704,0.0017999765487021998
15,0.00015639158196944627,0.0018682891137379203
20,-0.0005037818471471802,-0.00010382741541710604
25,0.0016461857656531146,0.003218776297244025
30,0.0019555649522515744,0.0019555649522515744
35,0.002930096404066124,0.003381899357867678
40,0.0022617128124298226,-0.0016918971283871745
