k,GMM,Kmeans
2,0.38951106571800476,0.0701114883475435
3,0.29158688394766763,0.061644781843180764
4,0.21145377200742962,0.058072797909972766
5,0.02287257049475675,0.07105382072740068
6,0.01514146646319395,0.06368894028468432
7,0.021174592505541514,0.07128225815050138
8,-0.00024888477933686484,0.057653082295553174
9,0.020575413235132088,0.0696230433577281
10,0.012408858864374175,0.06835315358363384
15,0.05052073446767447,0.08973502895461326
20,0.05374498707469746,0.08569607313919078
25,0.0674864045647377,0.11055827424731157
30,0.10913567147973846,0.09205224957101048
35,0.11977078589355014,0.10644405375172818
40,0.10437085940057748,0.13153914287456359
