k,GMM,Kmeans
2,0.7592860588519055,0.7592860588519055
3,0.7592860588519055,0.7592860588519055
4,0.7592860588519055,0.7592860588519055
5,0.7592860588519055,0.7592860588519055
6,0.7592860588519055,0.7592860588519055
7,0.7597684515195369,0.7616980221900627
8,0.7592860588519055,0.7592860588519055
9,0.7602508441871684,0.7592860588519055
10,0.7602508441871684,0.7597684515195369
15,0.7655571635311144,0.7592860588519055
20,0.7665219488663773,0.7665219488663773
25,0.7732754462132175,0.7674867342016402
30,0.7858176555716353,0.7785817655571635
35,0.7708634828750603,0.7853352629040039
40,0.773757838880849,0.7766521948866377
