k,Adult log-likelihood
2,-69.67028625777905
3,-8.904861949493881
4,3.622022756648537
5,36.1858756792028
6,42.86846846979833
7,58.517216275034976
8,43.81614968085499
9,48.96227086413033
10,37.83122862710843
15,87.78931669280243
20,119.51835449886536
25,136.37283999237005
30,154.51759341168938
35,169.7294030836531
40,181.47189228263142
