k,GMM,Kmeans
2,0.0028084824886798385,0.09679114819417807
3,0.0019383277123336668,0.07107620328777922
4,0.010539969873839084,0.0555480015329709
5,0.03097518006969897,0.05269285164219539
6,0.046830172264340685,0.05004462405794203
7,0.02416163813321456,0.046698441614619314
8,0.011310019307755144,0.036081050344329825
9,0.03290768716538948,0.043880246793417337
10,0.026806014605631177,0.044358231182481486
15,0.05263673560864852,0.036601674483786074
20,0.026641173230500463,0.02788485330465232
25,0.04405368780044046,0.03810668524752276
30,0.04534496573305986,0.037600420635043326
35,0.03794652528349539,0.03874384433632893
40,0.03155916237231847,0.0340680653378551
