k,GMM,Kmeans
2,0.00047329584013132333,3.625308021383947e-05
3,0.00043553258587070853,-0.00018672487606993902
4,-0.0009025459090313898,-0.00016907474229016346
5,0.00016172974378106248,-0.00012244078821573904
6,0.0002580871229598462,0.0009310262079552962
7,-0.00039615716944424613,-7.873990874091908e-05
8,-0.0009374272401313866,0.00044563559743436717
9,-0.00089097786296873,5.658578528494017e-05
10,-0.0007160417514024164,-0.0007380910651506717
15,0.0010966298540655544,-0.0002563414868258123
20,-3.3801686855281226e-05,0.0014352449536871252
25,-0.0010116211259207657,0.002431465903944654
30,-0.0005180465794106032,0.0011342917618047492
35,-0.0009430249761504926,0.0010332147314824382
40,-0.00172293321212754,0.0010938572283239695
