k,GMM,Kmeans
2,0.01712108926986392,0.021976324628010878
3,0.016976734168918914,0.019541705396771577
4,0.01650132494614155,0.01870567955649496
5,0.01753392084790418,0.018289577421211754
6,0.017896215171707874,0.018571549466829915
7,0.010665634705484185,0.01850032075844185
8,0.01730208492006686,0.017630287628174122
9,0.016816975780797595,0.018697386289184655
10,0.017029430900603246,0.017067195355800265
15,0.01431219438846029,0.018236512478635867
20,0.011062322759133854,0.016273075411436275
25,0.013391391919153483,0.01388446484101487
30,0.015191144552849157,0.015700916157931996
35,0.013284402170172762,0.013893073551648785
40,0.009086508476421288,0.01372859147404576
