k,Adult log-likelihood
2,-56.101351940861086
3,-43.82651938574639
4,3.699878323638911
5,22.598683908698597
6,30.339930560928014
7,38.13283172903576
8,52.43314035720129
9,59.92989887713407
10,62.75582249370681
15,85.88607034863449
20,103.30745416792797
25,107.9863991453714
30,113.94617011263936
35,139.05982349592492
40,156.35448409341706
