k,GMM,Kmeans
2,0.01756298361558256,0.13580347369292237
3,0.0038410660533601793,0.07697838096216209
4,0.03219824466755062,0.0686168381610046
5,0.0680677447198195,0.06390442400555334
6,0.06695062382069358,0.0710225182087608
7,0.05525882748652863,0.060698641182625086
8,0.04241191346033091,0.05124201832329654
9,0.02402627749268932,0.056844083536156144
10,0.045069390350369866,0.048576201406234094
15,0.0477468560493699,0.044052757864043654
20,0.045086229776957955,0.03858548239801395
25,0.04803345543821347,0.0482838777301153
30,0.0350970123886323,0.04263350657581358
35,0.03713066439696515,0.03879494786909782
40,0.040006732384029485,0.03849267128509334
