k,GMM,Kmeans
2,0.5204081632653061,0.5163265306122449
3,0.523469387755102,0.5183673469387755
4,0.5112244897959184,0.5224489795918368
5,0.5316326530612245,0.5275510204081633
6,0.5346938775510204,0.539795918367347
7,0.5316326530612245,0.5316326530612245
8,0.5204081632653061,0.5418367346938775
9,0.5275510204081633,0.5377551020408163
10,0.5295918367346939,0.5295918367346939
15,0.5561224489795918,0.5448979591836735
20,0.5571428571428572,0.5653061224489796
25,0.5540816326530612,0.5714285714285714
30,0.5704081632653061,0.5744897959183674
35,0.5704081632653061,0.5785714285714286
40,0.5663265306122449,0.5816326530612245
